ProductId,CustomerId,Timestamp,Action
58,7,2024-02-08 15:11:53,addtocart
1,3,2024-01-30 14:45:00,search
34,29,2024-01-23 02:22:39,search
48,44,2024-01-28 04:27:47,addtocart
1,24,2024-01-29 06:08:31,search
16,3,2024-01-18 18:00:32,addtocart
61,20,2024-01-01 19:12:54,search
64,46,2024-01-05 21:46:59,purchase
63,15,2024-01-31 02:04:08,search
22,25,2024-01-16 14:24:40,search
26,30,2024-01-10 19:10:01,search
16,14,2024-01-14 07:25:23,search
51,7,2024-01-31 15:32:04,addtocart
57,17,2024-01-12 18:41:15,purchase
29,44,2024-01-28 16:16:11,search
47,20,2024-01-06 19:42:35,search
62,36,2024-01-01 13:40:33,addtocart
16,9,2024-01-03 07:35:30,addtocart
48,38,2024-01-04 00:26:13,search
39,48,2024-01-31 18:11:55,search
33,22,2024-01-21 05:35:57,search
23,2,2024-01-02 09:55:10,addtocart
10,24,2024-01-11 02:28:02,search
34,8,2024-02-03 09:38:36,addtocart
52,11,2024-02-09 06:55:05,search
10,13,2024-02-08 06:11:44,addtocart
19,17,2024-01-10 11:13:52,search
58,8,2024-02-09 15:13:24,search
1,21,2024-02-06 14:11:32,search
4,18,2024-01-05 08:30:21,addtocart
16,30,2024-01-23 20:33:50,search
24,18,2024-01-28 08:21:05,search
2,46,2024-01-20 12:06:10,search
32,47,2024-01-10 14:25:48,search
24,31,2024-01-01 14:30:27,addtocart
12,38,2024-01-03 03:57:16,addtocart
50,32,2024-01-26 15:46:54,addtocart
35,11,2024-01-11 10:46:21,search
33,45,2024-01-27 09:59:34,addtocart
33,25,2024-01-08 16:57:34,search
61,33,2024-01-27 15:08:28,search
51,38,2024-01-12 02:14:02,search
43,41,2024-02-01 00:44:50,search
12,8,2024-02-05 19:28:01,addtocart
65,11,2024-01-22 20:58:12,addtocart
33,22,2024-01-20 03:25:58,addtocart
40,24,2024-02-09 00:37:53,search
43,41,2024-02-04 00:01:33,search
44,17,2024-02-03 18:34:25,search
29,12,2024-01-17 19:27:04,search
13,46,2024-01-10 01:57:05,search
12,32,2024-01-05 04:41:42,search
46,15,2024-01-08 14:46:04,search
2,16,2024-02-02 15:37:55,search
35,22,2024-02-02 23:51:02,addtocart
8,28,2024-01-08 06:35:11,purchase
26,20,2024-01-10 13:04:29,purchase
34,33,2024-02-05 15:01:35,addtocart
7,10,2024-01-14 23:50:48,search
58,40,2024-01-21 13:08:34,addtocart
29,32,2024-02-04 16:37:44,addtocart
36,50,2024-01-29 15:21:11,search
21,33,2024-01-30 01:11:45,search
36,2,2024-02-08 20:02:37,addtocart
10,33,2024-01-01 08:39:44,search
24,33,2024-01-22 00:23:44,search
64,41,2024-02-09 18:00:52,search
49,13,2024-02-02 14:10:42,search
36,30,2024-01-09 16:57:36,search
24,33,2024-01-18 07:14:50,search
23,13,2024-01-16 21:49:28,search
62,26,2024-01-18 21:42:05,search
37,22,2024-02-01 12:32:17,addtocart
12,39,2024-01-26 01:26:10,search
55,2,2024-01-13 14:55:39,search
13,38,2024-01-30 03:30:46,search
23,39,2024-01-14 10:56:37,purchase
30,26,2024-02-02 23:38:12,search
17,46,2024-01-22 12:39:30,search
62,50,2024-01-23 02:45:37,addtocart
13,15,2024-01-11 03:51:33,addtocart
59,34,2024-01-24 03:38:45,search
19,42,2024-01-18 19:53:43,addtocart
49,44,2024-01-31 22:30:33,search
12,49,2024-01-26 10:20:13,search
61,40,2024-01-28 06:46:11,search
19,11,2024-01-19 11:51:10,search
9,3,2024-01-29 18:14:59,addtocart
28,6,2024-02-01 00:39:22,search
52,9,2024-02-08 02:08:04,search
16,6,2024-02-06 09:19:10,addtocart
12,9,2024-01-07 03:19:14,addtocart
25,39,2024-01-27 07:34:28,search
52,31,2024-01-21 00:51:24,addtocart
53,32,2024-01-15 02:09:59,search
23,41,2024-01-21 21:26:55,addtocart
16,50,2024-01-04 06:25:50,addtocart
57,12,2024-01-21 10:41:09,purchase
39,8,2024-01-19 19:30:08,search
53,8,2024-02-07 00:47:11,search
42,50,2024-02-04 14:17:04,search
58,28,2024-01-12 12:54:18,search
39,20,2024-01-09 20:30:07,search
14,47,2024-01-03 17:57:59,purchase
5,7,2024-01-05 07:38:08,search
35,11,2024-01-26 18:01:11,search
18,20,2024-01-04 06:30:35,addtocart
9,16,2024-01-09 04:02:49,search
58,4,2024-02-06 08:58:22,addtocart
17,6,2024-01-06 03:15:11,search
7,22,2024-01-19 05:40:45,search
46,26,2024-01-14 07:27:28,search
13,3,2024-01-04 13:46:24,search
40,41,2024-01-15 15:40:24,purchase
42,42,2024-01-04 12:20:38,search
9,14,2024-01-12 20:54:52,search
50,11,2024-01-31 14:50:11,search
27,18,2024-02-04 07:57:55,search
66,12,2024-01-18 04:45:41,addtocart
5,23,2024-01-17 14:48:12,search
29,12,2024-01-22 21:20:31,addtocart
37,13,2024-02-04 11:39:18,purchase
38,25,2024-01-17 11:47:28,search
8,45,2024-01-03 18:54:16,purchase
65,19,2024-01-16 15:02:37,search
17,46,2024-02-08 10:01:27,search
45,36,2024-01-30 13:39:46,search
4,45,2024-01-19 19:55:02,addtocart
36,8,2024-01-29 03:35:20,purchase
31,29,2024-01-01 03:38:47,search
19,32,2024-01-28 07:05:07,addtocart
61,44,2024-01-06 20:34:52,search
54,18,2024-01-22 16:17:55,search
39,6,2024-01-25 09:06:23,search
19,18,2024-02-05 07:25:31,purchase
39,19,2024-01-26 14:56:08,addtocart
45,22,2024-02-02 20:31:32,search
13,37,2024-01-12 14:32:20,search
58,32,2024-01-25 07:55:16,search
20,41,2024-01-31 15:37:04,search
61,3,2024-02-02 07:24:47,search
39,28,2024-01-17 04:09:16,addtocart
1,10,2024-01-07 06:08:37,search
3,35,2024-02-04 23:25:26,search
62,29,2024-01-15 10:18:36,search
63,15,2024-01-15 05:19:30,addtocart
25,33,2024-01-22 07:37:02,addtocart
56,7,2024-01-01 16:52:08,search
33,12,2024-02-09 01:47:40,addtocart
38,49,2024-01-16 20:26:18,search
6,30,2024-01-18 20:18:21,search
58,21,2024-01-25 09:51:28,search
44,31,2024-01-08 17:20:27,search
45,24,2024-01-28 20:32:52,search
32,20,2024-01-27 23:54:00,purchase
45,37,2024-02-05 08:01:07,addtocart
61,4,2024-01-22 10:49:56,addtocart
47,28,2024-01-02 13:42:11,search
21,44,2024-02-02 21:23:14,search
36,20,2024-01-09 15:29:40,addtocart
19,24,2024-01-13 00:03:33,search
20,50,2024-02-01 11:40:36,search
57,49,2024-01-26 10:09:03,search
18,32,2024-01-23 19:11:26,addtocart
47,41,2024-01-11 18:58:11,search
49,36,2024-01-25 14:49:20,search
14,34,2024-01-19 10:49:31,addtocart
15,36,2024-02-01 06:15:38,search
31,2,2024-01-01 22:41:42,search
1,15,2024-02-06 16:51:33,search
54,34,2024-01-22 07:38:48,search
3,36,2024-01-30 04:29:00,addtocart
16,6,2024-01-03 21:32:26,search
57,39,2024-02-05 23:27:14,search
12,42,2024-01-28 07:56:03,addtocart
16,12,2024-01-25 08:47:10,addtocart
24,3,2024-01-02 00:20:14,addtocart
28,45,2024-01-25 02:06:48,search
8,18,2024-01-04 06:36:02,search
36,40,2024-01-07 20:40:05,purchase
8,21,2024-02-07 19:51:55,addtocart
58,15,2024-01-29 20:57:54,search
60,33,2024-01-02 09:33:19,search
50,35,2024-02-05 22:54:21,search
28,26,2024-01-07 17:53:09,purchase
41,8,2024-01-25 02:55:46,search
64,36,2024-01-17 17:50:19,search
27,48,2024-01-21 02:10:09,search
63,30,2024-01-20 19:41:21,addtocart
17,23,2024-01-27 12:53:19,addtocart
33,42,2024-02-08 09:49:41,search
29,44,2024-02-08 14:24:49,addtocart
13,14,2024-02-03 21:48:45,purchase
46,14,2024-01-06 15:34:22,search
35,2,2024-01-02 04:57:43,search
6,37,2024-01-24 18:23:10,search
47,5,2024-02-04 16:10:10,addtocart
25,38,2024-01-16 16:43:30,search
66,45,2024-01-09 02:28:36,addtocart
10,41,2024-02-06 08:21:03,addtocart
56,47,2024-01-26 10:37:14,search
30,14,2024-01-24 15:52:42,purchase
5,39,2024-01-15 17:49:51,search
33,25,2024-01-16 09:56:43,search
65,20,2024-01-23 04:47:49,addtocart
18,2,2024-01-21 19:09:11,addtocart
49,39,2024-01-20 07:59:44,search
11,6,2024-01-11 03:28:40,addtocart
26,17,2024-01-02 12:09:50,purchase
63,25,2024-01-29 20:28:27,search
59,28,2024-02-09 12:30:28,purchase
27,2,2024-01-30 22:56:18,search
49,35,2024-01-29 06:58:29,search
33,37,2024-01-29 15:51:10,search
1,5,2024-01-10 16:57:18,addtocart
21,1,2024-02-02 06:50:34,addtocart
55,40,2024-01-11 06:12:05,search
6,12,2024-01-18 17:11:50,search
5,36,2024-01-06 11:06:17,addtocart
3,45,2024-01-09 17:23:01,search
53,23,2024-01-08 20:43:31,addtocart
23,47,2024-01-13 19:51:46,addtocart
53,31,2024-01-27 12:41:47,search
37,11,2024-01-30 09:26:05,purchase
17,10,2024-02-05 21:48:55,search
1,3,2024-02-05 19:02:32,purchase
51,14,2024-01-12 16:18:34,addtocart
45,16,2024-01-18 09:29:05,addtocart
4,10,2024-02-05 02:19:23,search
62,29,2024-01-17 17:15:57,addtocart
65,10,2024-01-17 20:25:19,search
32,12,2024-01-21 06:49:21,search
34,30,2024-02-04 00:58:52,search
39,41,2024-01-21 22:10:05,search
26,1,2024-01-24 18:35:25,search
34,5,2024-01-07 17:11:09,addtocart
54,20,2024-01-27 12:05:23,addtocart
3,8,2024-02-07 22:48:53,search
50,43,2024-02-05 21:40:20,addtocart
12,12,2024-01-26 06:24:53,search
65,1,2024-01-14 19:35:34,addtocart
54,20,2024-01-09 20:56:26,addtocart
5,28,2024-01-09 03:11:29,search
57,43,2024-02-01 23:15:06,addtocart
17,37,2024-01-27 18:34:49,search
47,47,2024-01-02 11:42:29,search
23,37,2024-02-02 01:26:31,addtocart
14,12,2024-01-04 22:51:49,search
66,37,2024-01-17 01:30:50,search
51,49,2024-01-16 14:21:36,search
38,49,2024-02-04 15:00:31,addtocart
64,44,2024-02-05 00:43:29,search
38,28,2024-02-02 16:15:34,search
50,47,2024-01-24 20:54:46,addtocart
30,15,2024-01-29 04:40:03,addtocart
51,6,2024-01-24 18:48:45,search
63,44,2024-01-19 18:03:36,search
52,20,2024-02-04 07:19:21,search
38,50,2024-01-01 23:14:37,search
30,14,2024-01-01 11:31:27,search
51,2,2024-01-06 20:00:44,addtocart
5,9,2024-02-09 02:06:33,addtocart
29,37,2024-02-03 10:13:38,addtocart
4,20,2024-02-02 14:13:13,search
10,26,2024-02-06 14:07:29,addtocart
56,29,2024-01-30 15:24:45,search
17,1,2024-01-25 10:44:34,purchase
17,35,2024-02-06 10:15:25,addtocart
34,6,2024-01-21 07:29:33,search
6,37,2024-01-01 16:09:12,addtocart
53,5,2024-02-03 19:17:53,search
66,33,2024-01-09 18:54:17,addtocart
43,49,2024-01-24 02:49:54,search
23,14,2024-01-13 07:29:55,search
55,12,2024-01-22 16:08:15,addtocart
16,42,2024-01-27 02:18:09,search
8,20,2024-01-12 08:57:06,addtocart
4,50,2024-02-09 00:24:13,search
4,24,2024-01-04 22:01:24,addtocart
56,43,2024-01-10 02:25:02,addtocart
25,34,2024-01-16 17:40:16,search
27,25,2024-01-21 10:07:58,search
32,50,2024-01-29 05:21:04,search
50,29,2024-02-04 15:57:46,search
61,39,2024-02-08 22:51:51,search
51,31,2024-01-10 04:31:59,addtocart
19,47,2024-01-05 16:07:56,purchase
21,43,2024-01-06 08:56:04,addtocart
5,50,2024-01-07 11:54:40,addtocart
42,23,2024-01-15 07:37:00,addtocart
61,44,2024-01-24 01:21:56,addtocart
22,38,2024-01-26 11:15:36,search
21,20,2024-01-19 22:42:15,purchase
1,23,2024-01-05 15:14:42,addtocart
5,45,2024-01-15 22:52:57,search
12,16,2024-01-27 04:05:51,search
46,50,2024-01-23 18:50:19,search
34,42,2024-01-31 13:49:58,search
49,8,2024-01-09 09:49:11,addtocart
45,50,2024-01-25 21:18:51,search
27,21,2024-02-09 16:25:56,search
26,1,2024-01-06 03:43:58,purchase
47,8,2024-01-26 07:12:58,search
56,29,2024-01-06 16:35:55,search
63,32,2024-01-16 14:42:22,search
48,38,2024-01-30 03:11:07,addtocart
61,5,2024-01-04 10:58:48,purchase
26,47,2024-01-08 11:58:45,search
36,22,2024-02-04 23:24:22,addtocart
1,47,2024-02-09 01:35:48,search
8,34,2024-01-31 19:01:39,purchase
52,1,2024-01-20 10:49:43,addtocart
47,26,2024-01-29 08:08:56,addtocart
56,43,2024-01-07 20:57:38,search
14,10,2024-01-19 14:10:43,purchase
28,30,2024-01-30 17:09:45,addtocart
2,50,2024-01-16 08:09:46,search
26,18,2024-01-07 21:51:34,addtocart
14,17,2024-01-11 03:37:13,search
59,26,2024-01-26 12:15:04,addtocart
56,8,2024-01-06 21:44:25,search
7,47,2024-01-15 06:43:52,addtocart
3,40,2024-01-02 12:22:05,search
23,49,2024-01-03 23:48:26,search
18,12,2024-01-30 08:57:01,search
38,27,2024-01-16 04:43:29,search
15,8,2024-01-20 01:39:16,search
64,25,2024-01-28 18:20:08,search
28,46,2024-01-07 05:42:48,search
39,4,2024-01-11 22:22:00,search
57,33,2024-01-20 15:06:04,search
17,1,2024-01-17 15:56:14,addtocart
44,19,2024-01-12 01:44:16,search
25,31,2024-01-13 20:33:48,purchase
17,16,2024-01-08 14:50:21,addtocart
13,14,2024-01-02 02:09:12,addtocart
25,48,2024-01-31 17:48:10,search
10,5,2024-01-04 09:29:02,addtocart
18,41,2024-01-24 06:00:05,search
34,26,2024-02-07 15:50:43,search
8,28,2024-01-02 03:56:26,search
40,2,2024-01-19 07:12:05,addtocart
42,50,2024-01-03 03:52:07,search
41,6,2024-02-06 13:11:01,search
6,9,2024-01-19 10:29:49,purchase
52,33,2024-01-14 17:30:59,addtocart
26,41,2024-01-15 20:02:53,search
64,25,2024-02-02 14:10:25,search
59,48,2024-02-06 06:31:48,addtocart
56,13,2024-01-18 21:06:09,search
59,9,2024-02-05 09:07:14,search
33,13,2024-02-08 03:49:15,search
53,31,2024-02-04 09:02:23,purchase
22,41,2024-01-10 12:10:44,addtocart
21,11,2024-01-13 04:29:21,addtocart
4,4,2024-01-11 00:31:27,addtocart
62,34,2024-01-30 04:43:36,search
62,38,2024-02-07 12:57:11,search
24,46,2024-01-26 16:09:00,search
55,4,2024-01-14 08:48:15,search
9,38,2024-01-04 05:00:25,search
3,19,2024-02-04 08:39:00,addtocart
31,6,2024-02-01 22:10:26,addtocart
40,34,2024-01-09 01:21:01,addtocart
36,18,2024-02-06 08:14:51,search
24,13,2024-01-20 21:57:48,addtocart
6,41,2024-01-23 20:38:28,addtocart
66,23,2024-01-10 23:31:14,search
4,19,2024-01-18 07:40:59,addtocart
6,45,2024-01-17 18:27:20,search
51,11,2024-01-18 03:19:47,search
62,1,2024-02-09 00:18:49,search
57,24,2024-01-12 03:18:05,search
66,7,2024-01-02 21:16:13,search
8,25,2024-01-16 00:38:07,addtocart
26,21,2024-01-29 06:42:53,purchase
51,15,2024-02-06 15:22:46,addtocart
45,1,2024-01-24 21:22:36,addtocart
44,12,2024-01-01 06:40:48,search
5,7,2024-01-28 19:21:18,addtocart
26,15,2024-01-13 01:18:36,search
19,21,2024-02-05 11:47:40,search
20,19,2024-01-24 07:14:27,search
12,29,2024-01-21 07:20:30,search
47,25,2024-02-07 22:07:34,search
1,33,2024-01-07 09:36:57,search
14,49,2024-01-12 20:33:14,search
64,32,2024-01-06 07:55:42,purchase
38,49,2024-01-26 09:41:09,search
37,35,2024-01-02 15:50:55,search
11,44,2024-02-04 01:52:23,search
3,38,2024-01-03 20:03:55,addtocart
33,26,2024-01-17 22:29:03,search
6,11,2024-02-03 15:57:44,search
50,35,2024-01-26 10:01:22,search
10,8,2024-01-28 13:30:22,search
5,46,2024-01-08 22:12:14,search
23,14,2024-01-14 18:44:24,search
10,10,2024-01-01 16:33:38,search
44,2,2024-01-01 20:16:26,search
2,46,2024-02-02 08:39:41,search
13,9,2024-02-01 05:11:54,addtocart
40,3,2024-01-13 03:48:41,search
2,21,2024-02-06 10:39:05,search
65,26,2024-02-07 16:28:32,search
63,8,2024-01-04 00:57:06,purchase
17,48,2024-01-19 20:43:59,search
9,2,2024-01-26 16:10:06,search
15,6,2024-01-25 09:05:06,addtocart
24,28,2024-01-03 19:16:14,search
38,29,2024-01-10 14:40:07,search
35,26,2024-02-02 03:05:04,search
49,25,2024-02-07 12:39:13,addtocart
62,12,2024-01-02 15:06:55,search
60,5,2024-01-13 07:24:13,addtocart
50,34,2024-01-13 23:17:10,purchase
9,48,2024-01-15 20:52:45,search
34,37,2024-01-25 07:31:40,search
35,15,2024-02-02 01:21:18,search
1,44,2024-01-02 15:02:04,search
40,36,2024-02-06 08:27:12,search
64,15,2024-01-12 07:44:53,purchase
22,43,2024-01-08 21:03:04,addtocart
60,48,2024-02-03 05:42:30,addtocart
64,23,2024-02-08 06:26:44,search
11,6,2024-01-06 02:34:07,addtocart
14,46,2024-01-05 09:14:01,purchase
60,50,2024-01-07 07:00:55,addtocart
30,44,2024-01-01 00:50:12,search
35,43,2024-01-18 13:21:29,addtocart
37,45,2024-01-26 03:14:55,search
5,21,2024-01-18 14:10:33,search
26,23,2024-02-04 14:06:00,search
62,43,2024-01-29 23:50:24,addtocart
4,16,2024-02-05 21:20:18,addtocart
42,47,2024-01-16 18:31:50,search
18,15,2024-01-23 01:11:56,search
40,25,2024-01-09 08:28:58,search
39,36,2024-01-18 17:40:19,search
14,11,2024-01-17 23:00:13,search
32,15,2024-01-22 08:56:21,search
51,4,2024-01-16 13:36:30,addtocart
38,21,2024-01-28 21:41:54,search
23,13,2024-01-02 14:05:26,search
63,22,2024-01-19 05:22:05,search
15,19,2024-01-20 20:41:01,purchase
25,34,2024-01-20 23:34:32,addtocart
17,14,2024-01-07 15:30:16,addtocart
66,4,2024-01-28 02:44:21,search
53,48,2024-01-16 17:33:06,search
51,46,2024-01-02 10:22:59,search
39,27,2024-02-08 18:13:28,addtocart
51,29,2024-01-27 22:31:25,purchase
6,47,2024-02-04 08:58:02,addtocart
7,28,2024-01-20 23:16:46,addtocart
51,35,2024-01-20 12:34:07,addtocart
42,8,2024-01-18 19:07:26,search
64,16,2024-02-07 22:04:16,purchase
15,42,2024-01-12 22:29:50,search
29,36,2024-01-17 10:13:03,search
33,30,2024-01-11 05:53:26,search
27,18,2024-01-05 23:37:37,search
36,2,2024-02-06 05:33:17,search
29,49,2024-01-23 10:37:07,search
38,13,2024-01-09 13:19:12,search
57,4,2024-01-15 05:55:37,search
27,26,2024-01-06 06:30:38,search
55,25,2024-01-21 04:12:39,search
33,30,2024-01-02 01:27:35,search
66,11,2024-01-24 16:37:34,search
10,7,2024-02-04 20:18:57,addtocart
5,31,2024-01-15 03:34:44,addtocart
38,44,2024-01-05 10:02:18,addtocart
13,10,2024-02-07 07:00:01,addtocart
31,39,2024-02-03 14:48:06,search
47,13,2024-01-29 23:28:27,addtocart
52,31,2024-01-01 01:18:26,search
56,7,2024-01-17 07:40:18,search
15,49,2024-01-23 11:29:15,addtocart
29,42,2024-02-09 05:05:22,search
8,42,2024-02-05 09:49:09,addtocart
5,36,2024-01-06 22:49:32,addtocart
29,20,2024-01-25 05:15:41,addtocart
47,4,2024-01-23 17:30:44,purchase
45,7,2024-02-02 03:36:25,search
2,1,2024-02-01 01:39:12,search
27,44,2024-01-19 13:02:12,search
36,45,2024-02-01 13:42:56,search
36,42,2024-01-04 20:21:43,addtocart
26,47,2024-02-06 05:54:23,addtocart
43,13,2024-01-12 16:49:35,addtocart
27,22,2024-01-19 21:06:41,search
20,21,2024-01-10 21:24:44,search
11,22,2024-02-08 22:52:00,search
38,28,2024-02-04 20:43:19,search
6,9,2024-02-07 17:59:03,addtocart
23,26,2024-01-09 06:07:33,search
47,9,2024-01-03 11:05:29,search
46,15,2024-01-27 15:00:20,search
12,10,2024-01-03 05:20:28,addtocart
13,24,2024-02-08 06:22:37,addtocart
62,42,2024-01-07 14:36:57,search
60,8,2024-01-19 10:40:54,search
43,24,2024-01-06 05:08:34,search
5,16,2024-01-08 09:12:30,search
37,49,2024-01-29 18:41:57,addtocart
31,26,2024-01-29 14:51:47,addtocart
9,27,2024-02-01 10:05:19,search
51,37,2024-01-18 18:49:40,search
29,4,2024-01-11 21:21:51,purchase
40,50,2024-01-06 12:11:15,search
41,24,2024-01-05 02:17:59,addtocart
11,19,2024-01-13 05:40:58,search
23,36,2024-02-07 09:42:34,search
1,39,2024-01-23 04:40:09,search
46,10,2024-01-05 17:43:37,search
21,25,2024-01-03 18:53:21,purchase
36,18,2024-02-03 00:18:53,search
54,19,2024-01-12 19:38:38,search
57,36,2024-01-28 23:13:55,search
1,10,2024-01-04 19:16:11,search
63,33,2024-01-21 14:34:00,search
54,50,2024-01-18 16:08:13,search
55,5,2024-01-02 09:44:46,addtocart
40,47,2024-01-09 20:08:47,search
15,49,2024-02-08 22:27:55,search
21,35,2024-01-25 10:48:04,purchase
47,44,2024-01-12 04:39:54,search
53,34,2024-02-05 23:58:37,purchase
9,33,2024-01-31 10:11:03,search
52,21,2024-02-01 17:12:58,addtocart
57,17,2024-01-20 01:37:27,addtocart
26,22,2024-01-23 01:15:54,addtocart
41,48,2024-01-08 08:18:30,purchase
35,37,2024-01-25 20:27:47,search
63,15,2024-01-25 09:11:15,purchase
25,35,2024-01-21 14:33:40,search
38,28,2024-01-05 05:52:03,search
2,7,2024-02-09 14:08:04,search
7,32,2024-01-19 03:03:41,search
34,11,2024-01-20 05:15:55,search
17,10,2024-02-02 15:13:20,search
43,9,2024-01-22 22:43:27,search
59,14,2024-02-08 08:51:05,addtocart
51,13,2024-01-15 09:09:00,addtocart
54,25,2024-02-07 05:06:39,search
24,2,2024-01-21 00:12:48,search
25,35,2024-02-08 08:31:34,search
52,7,2024-01-31 19:17:57,search
33,21,2024-01-17 18:50:36,search
49,18,2024-01-14 22:54:50,search
29,3,2024-01-19 15:33:39,search
63,42,2024-01-28 00:50:57,purchase
22,39,2024-01-23 21:21:58,search
26,41,2024-01-26 04:15:57,search
28,49,2024-01-29 02:54:52,search
49,11,2024-01-30 00:18:22,search
49,39,2024-01-31 18:30:34,search
20,24,2024-01-18 16:14:33,addtocart
63,46,2024-01-09 02:56:18,search
61,19,2024-01-02 20:52:12,search
49,4,2024-01-19 04:50:07,purchase
1,26,2024-01-04 08:41:01,addtocart
13,38,2024-01-20 21:02:18,addtocart
51,42,2024-01-23 19:51:39,search
56,32,2024-02-08 21:28:38,addtocart
62,39,2024-01-26 10:16:14,search
32,45,2024-01-17 19:00:09,search
30,46,2024-01-15 12:08:10,search
29,36,2024-01-26 09:43:36,search
49,40,2024-01-05 02:30:01,search
45,37,2024-01-02 22:04:58,search
30,33,2024-01-31 14:04:38,purchase
16,36,2024-02-09 07:34:10,purchase
40,3,2024-01-04 21:20:40,addtocart
19,9,2024-01-30 13:39:56,search
18,8,2024-01-20 07:44:22,addtocart
1,33,2024-01-31 12:54:49,search
47,6,2024-01-16 21:54:30,addtocart
66,41,2024-01-17 11:31:24,search
38,39,2024-01-01 12:05:17,addtocart
51,4,2024-01-20 02:50:10,search
63,13,2024-01-23 08:08:16,addtocart
4,49,2024-01-04 20:42:40,purchase
1,2,2024-01-31 19:12:33,search
8,5,2024-02-08 08:34:10,search
29,44,2024-01-22 20:04:35,purchase
55,27,2024-02-02 21:47:14,search
3,32,2024-01-06 11:37:30,addtocart
32,21,2024-02-07 22:48:12,search
10,8,2024-02-08 02:00:16,search
34,38,2024-01-27 13:47:08,search
55,8,2024-01-24 07:12:13,search
32,50,2024-02-08 01:35:33,addtocart
50,3,2024-01-26 09:49:49,search
7,44,2024-01-18 05:24:47,search
8,3,2024-01-25 02:45:08,search
65,22,2024-02-05 17:33:17,search
57,6,2024-01-12 04:31:01,addtocart
59,2,2024-01-19 08:21:21,purchase
54,23,2024-01-12 08:19:46,search
51,44,2024-01-21 07:33:44,addtocart
8,2,2024-01-16 04:39:56,addtocart
34,38,2024-01-10 13:18:00,search
35,17,2024-02-02 00:23:38,purchase
32,35,2024-02-05 02:22:46,search
46,34,2024-02-07 00:26:26,search
16,23,2024-01-17 17:37:24,addtocart
37,30,2024-02-02 09:09:36,search
54,8,2024-02-08 21:35:59,addtocart
14,22,2024-01-01 15:00:13,addtocart
55,44,2024-01-18 07:17:29,search
48,36,2024-01-05 04:18:23,addtocart
7,5,2024-01-06 04:43:56,search
7,13,2024-01-12 03:00:26,search
