Id,ProductId,CompetitorName,Timestamp,Price
48,21,Amazon,2024-01-05 01:29:51,345
49,4,Walmart,2024-01-11 06:13:24,222
50,23,Flipkart,2024-01-23 09:16:37,321
51,15,Walmart,2024-01-19 04:48:09,550
52,8,Amazon,2024-01-21 05:22:32,1026
53,41,Flipkart,2024-01-30 00:28:14,414
54,19,Walmart,2024-01-12 10:51:20,849
55,46,Walmart,2024-01-14 03:18:48,391
56,28,Walmart,2024-01-19 09:56:06,806
57,15,Flipkart,2024-01-26 15:38:11,630
58,37,Flipkart,2024-01-31 22:09:44,702
59,1,Amazon,2024-01-25 06:06:30,904
60,24,Flipkart,2024-01-07 03:32:30,799
61,27,Flipkart,2024-02-05 00:19:39,254
62,40,Walmart,2024-01-12 23:33:55,553
63,63,Flipkart,2024-01-18 22:01:13,223
64,61,Walmart,2024-01-30 03:22:00,78
65,36,Walmart,2024-01-02 23:42:12,387
66,24,Flipkart,2024-01-02 05:48:16,849
67,24,Amazon,2024-01-07 17:03:28,760
68,4,Amazon,2024-01-02 22:11:30,175
69,34,Flipkart,2024-01-16 12:51:32,1142
70,57,Amazon,2024-01-30 08:16:07,110
71,49,Walmart,2024-02-03 07:05:28,101
72,53,Walmart,2024-01-09 00:03:43,108
73,23,Flipkart,2024-01-12 14:47:26,367
74,53,Amazon,2024-01-12 09:12:18,80
75,62,Amazon,2024-02-07 22:15:31,111
76,41,Walmart,2024-02-09 10:32:50,506
77,57,Flipkart,2024-01-29 15:30:47,74
78,60,Amazon,2024-01-13 10:14:06,176
79,54,Flipkart,2024-01-10 13:11:45,164
80,57,Amazon,2024-01-18 22:15:47,83
81,10,Walmart,2024-01-08 14:55:34,1101
82,40,Walmart,2024-01-05 11:04:17,480
83,7,Flipkart,2024-01-21 23:20:01,237
84,38,Walmart,2024-01-21 03:44:41,564
85,61,Amazon,2024-01-07 16:13:59,77
86,3,Walmart,2024-01-30 03:14:39,1172
87,51,Flipkart,2024-01-24 21:39:01,104
88,47,Flipkart,2024-01-20 08:35:43,395
89,38,Flipkart,2024-01-02 19:07:31,674
90,36,Amazon,2024-01-14 06:58:49,365
91,41,Amazon,2024-01-13 11:36:40,511
92,13,Amazon,2024-02-07 22:20:09,826
93,58,Amazon,2024-02-03 09:02:58,165
94,50,Amazon,2024-02-08 02:22:32,52
95,30,Walmart,2024-01-20 20:48:16,1192
96,62,Amazon,2024-01-15 01:07:03,146
97,25,Amazon,2024-01-27 09:14:06,499
98,27,Walmart,2024-01-04 17:50:47,277
99,51,Amazon,2024-01-18 08:27:37,92
100,57,Flipkart,2024-01-28 02:48:57,115
101,47,Amazon,2024-01-28 10:17:21,417
102,39,Amazon,2024-01-13 17:16:57,790
103,16,Flipkart,2024-01-14 17:17:00,1226
104,22,Flipkart,2024-02-01 08:30:05,197
105,54,Flipkart,2024-02-05 23:55:06,215
106,21,Flipkart,2024-02-09 20:16:57,370
107,16,Amazon,2024-02-02 19:58:32,1233
108,59,Flipkart,2024-02-01 11:31:01,199
109,31,Flipkart,2024-01-30 22:49:07,749
110,42,Walmart,2024-02-01 09:05:48,492
111,32,Flipkart,2024-01-12 07:14:47,180
112,59,Flipkart,2024-01-07 04:26:31,227
113,34,Walmart,2024-01-01 22:26:34,859
114,9,Walmart,2024-02-09 01:07:44,831
115,11,Amazon,2024-01-18 03:30:40,272
116,10,Walmart,2024-01-31 15:25:53,1091
117,17,Amazon,2024-01-18 19:54:13,592
118,48,Walmart,2024-01-27 04:01:52,103
119,52,Walmart,2024-01-03 02:48:04,93
120,25,Amazon,2024-01-10 05:53:19,603
121,21,Walmart,2024-01-29 22:11:43,249
122,65,Amazon,2024-01-13 23:06:31,62
123,63,Walmart,2024-01-06 02:01:13,194
124,51,Flipkart,2024-02-09 03:28:34,97
125,36,Walmart,2024-02-05 15:05:22,438
126,66,Amazon,2024-01-20 14:43:50,235
127,15,Walmart,2024-02-08 13:34:54,533
128,39,Amazon,2024-02-03 12:30:17,991
129,1,Amazon,2024-01-25 03:04:55,668
130,23,Flipkart,2024-01-13 12:18:00,334
131,39,Flipkart,2024-01-05 15:16:48,1080
132,57,Amazon,2024-02-05 10:43:13,67
133,34,Walmart,2024-01-07 12:58:40,892
134,41,Amazon,2024-01-19 22:56:35,474
135,13,Amazon,2024-01-08 01:34:44,604
136,6,Walmart,2024-01-24 12:05:16,734
137,52,Walmart,2024-02-06 18:07:06,78
138,3,Walmart,2024-02-07 08:26:41,1104
139,63,Walmart,2024-02-08 09:18:48,261
140,49,Amazon,2024-01-21 14:06:42,130
141,47,Amazon,2024-01-27 16:28:25,524
142,55,Flipkart,2024-02-08 02:21:20,155
143,64,Amazon,2024-01-27 17:58:06,202
144,65,Walmart,2024-01-12 19:48:23,98
145,15,Flipkart,2024-01-27 04:01:07,480
146,32,Walmart,2024-01-16 12:15:03,235
147,18,Amazon,2024-01-07 22:06:54,186
148,43,Flipkart,2024-01-25 00:47:47,539
149,35,Walmart,2024-01-25 17:54:21,272
150,58,Flipkart,2024-01-22 06:33:13,179
151,33,Flipkart,2024-01-17 06:23:02,805
152,14,Amazon,2024-01-29 12:57:10,1130
153,34,Walmart,2024-02-02 16:18:10,944
154,61,Flipkart,2024-01-11 09:52:51,62
155,4,Flipkart,2024-01-22 07:48:02,138
156,59,Walmart,2024-02-07 01:10:09,172
157,29,Flipkart,2024-01-16 19:34:29,851
158,6,Flipkart,2024-02-09 13:14:48,694
159,49,Flipkart,2024-02-02 15:33:24,150
160,40,Walmart,2024-02-04 05:45:23,548
161,65,Walmart,2024-01-15 11:04:35,72
162,27,Walmart,2024-01-28 10:46:30,241
163,6,Walmart,2024-02-03 21:03:14,579
164,13,Amazon,2024-02-09 02:39:14,631
165,64,Flipkart,2024-01-02 00:25:23,151
166,62,Walmart,2024-01-13 12:25:06,138
167,19,Flipkart,2024-01-11 23:59:32,916
168,43,Flipkart,2024-01-18 23:28:36,570
169,20,Amazon,2024-01-06 15:58:44,950
170,44,Walmart,2024-01-28 03:03:43,441
171,23,Walmart,2024-01-30 20:20:47,385
172,2,Flipkart,2024-01-14 22:50:52,355
173,22,Walmart,2024-01-04 13:12:15,132
174,57,Flipkart,2024-01-23 02:44:19,76
175,7,Flipkart,2024-01-20 14:28:38,209
176,56,Amazon,2024-01-23 10:04:33,24
177,16,Amazon,2024-01-24 16:37:31,1166
178,51,Amazon,2024-02-02 03:35:27,87
179,12,Flipkart,2024-01-14 21:36:23,866
180,53,Walmart,2024-01-01 02:57:19,82
181,5,Amazon,2024-01-17 21:35:46,905
182,27,Walmart,2024-01-03 10:19:01,237
183,12,Amazon,2024-01-01 14:33:28,887
184,17,Amazon,2024-01-08 07:06:19,615
185,6,Flipkart,2024-02-02 06:17:49,885
186,5,Amazon,2024-02-03 17:37:42,1066
187,57,Amazon,2024-02-09 15:38:54,104
188,28,Flipkart,2024-01-18 23:58:35,758
189,59,Walmart,2024-01-08 19:25:53,179
190,33,Amazon,2024-01-29 00:00:06,848
191,62,Flipkart,2024-01-13 05:48:57,124
192,50,Amazon,2024-01-17 07:52:36,73
193,19,Flipkart,2024-02-05 17:43:31,791
194,66,Walmart,2024-01-12 19:03:39,210
195,47,Walmart,2024-01-04 15:41:23,496
196,39,Flipkart,2024-01-23 17:56:49,1201
197,33,Flipkart,2024-02-07 00:07:03,853
198,13,Flipkart,2024-01-31 22:24:51,913
199,54,Walmart,2024-01-16 10:24:08,193
200,7,Amazon,2024-01-18 01:12:43,196
